source,text,url,,,,,,
facebook,"I’m so sorry. That sounds incredibly frightening and exhausting for both of you. Thank you for taking the time to share it, because experiences like this are important for people to hear. It is one of the reasons I believe we need to be much more cautious about turning to AI for emotional support, especially when someone is struggling with their mental health.",https://web.facebook.com/groups/2752414714979406/permalink/4334087460145449/,,,,,,
facebook,That makes a lot of sense. Journals and AI can both give people space to process what they are feeling without having to edit themselves. What is it about those two that helps you most?,https://web.facebook.com/groups/2752414714979406/permalink/4334087460145449/,,,,,,
facebook,"Yes, very often. And it helps me feel better. At least I do not suppress my feelings which I cannot tell to anyone else.",https://web.facebook.com/groups/2752414714979406/permalink/4334087460145449/,,,,,,
facebook,"That makes sense, and I think a lot of people will relate to that part about not wanting to suppress feelings. Sometimes being able to say things out loud, even in that way, can feel like a first step. Do you think it is the privacy, the lack of judgment, or the constant availability that helps most?",https://web.facebook.com/groups/2752414714979406/permalink/4334087460145449/,,,,,,
facebook,Yes,https://web.facebook.com/groups/2752414714979406/permalink/4334087460145449/,,,,,,
facebook,I use chatgpt po kapag hindi ako sigurado kung mataas sa sugar ang pagkain tinatanong ko lang. try niyo po e download laking tulong po.,https://web.facebook.com/groups/1407233870003443/permalink/2062997067760450/,,,,,,
facebook,Mag diet ka po. I google mo ang mga bawal sa gout at sundin mo. Need mo support ng family mo na dapat alam nila mga bawal sayu para ndi nila iluto un. 😂,https://web.facebook.com/groups/236115877083481/permalink/549127502448982/,,,,,,
facebook,Nope sugary drink or food man yan bawal po kahit search nyo po sa google top 10 aboiding food for gout patient,https://web.facebook.com/groups/236115877083481/permalink/605223903506008/,,,,,,
facebook,Common sense naman. Gamot yan eh. Maling panonood at pag babasa online ang sisira sa kidneys. Cguro nasa tamang pag iisip si dok para bigyan tayu ng metformin. Wala pa ko nakita na nag reseta ng met para sirain ang kidneys. Sira kidneys talaga kung may ckd ka tapus nag metformin ka. Dapat mas may natututunan tayu dahil may online google at chatgpt kaso ganitong tanung yung mapapa helow common sense ka na lang.,https://web.facebook.com/groups/1407233870003443/search/?q=chatgpt,,,,,,
facebook,Pwede mo siyang ipabasa kay chatGPT. Tama naman sya madalas pero sa doctor pa rin final say.,https://web.facebook.com/groups/901971360278632/permalink/2475559826253103/,,,,,,
facebook,upload mo kay ChatGPT o kaya kay Gemini yang picture ng test result mo para mabigyan ka ng detalyadong analysis ng iyong test result.,https://web.facebook.com/groups/901971360278632/permalink/2465134097295676/,,,,,,
facebook,Hello po. Good afternoon. Kung gusto nyo po malaman yung lab result nyo. Ipainterpret nyo po sa chatgpt. Isend nyo yung picture na kinuha niyo at sabhing gusto nyo iinterpret lab result niyo. Ganun lang po. Pero need nyo pa rin po pumunta ng doctor para sa gamutan kung may sakit po kayo. ☺️,https://web.facebook.com/share/p/1FVfa4umwb/,,,,,,
facebook,From chatgpt :,https://web.facebook.com/groups/901971360278632/permalink/2452398711902548/,,,,,,
facebook,"Sa ChatGPT o sa Google Gemini mo itanong, may paliwanag ka pang mababasa.
",https://web.facebook.com/groups/901971360278632/permalink/2445761042566315/,,,,,,
facebook,"Inatake po ako ng heart attack dahil po sa diabetic,ngaun po magaling na ako contol na sugar ko 2 beses n ako nagpa HBA1c normal na po result.nagpa medical po ako para makabalik na sa trabaho pero may problema po sa ecg ko nakita po na dati ako inatake sa puso.ni request po ng doctor n ipaulit ang ECG yan po ang result nasa picture,tpos nag request nman po siya ng 2d echo ayon d pa din ako mabigyan ng clearance para mag fit to work suggest nman uli ng doctor magpa treadmill test po ako.pero di ko pa nagawa kasi po walang wla n ako budget..tanong ko lang po kung kagaya ba sa akin ganyan history at nawawala po ba yan ganyan damage at hindi na makita sa ECG or lifetime na po siya. Balak ko pa kasi mag abroad kaso my problema ako sa ecg ko.naintindihan ko naman po ang doctor nag iingat lang din po sila.",https://web.facebook.com/groups/901971360278632/search/?q=chatgpt,,,,,,
facebook,"Waiting for my doctor’s appointment, but already learning a lot. Thanks to ChatGPT helping me interpret my CGM data and stay sane along the way.",https://web.facebook.com/share/p/1J6z18bifH/,,,,,,
facebook,"umorder lang ako no sugar na dark choco, nacurious lang ako at tinanong kay chatgpt kung okay ba sakin yung nutrition content. At ito say nya pati ni gemini",https://web.facebook.com/groups/901971360278632/search/?q=chatgpt,,,,,,
facebook,❌❌❌,https://web.facebook.com/groups/901971360278632/permalink/2433699203772499/,,,,,,
facebook,"Share ko lang experience ko:
3 years ago nadiagnosed akong may diabetes type 2. Kung di pa ko nadepressed at di nakalakad di ko malalaman na diabetic ako. Natakot ako, pero lumaban. Yung sugar ko non 470. Ang hilig ko mag 3in1 na kape, lalo na Kopiko kahit anong brand, ang hilig ko sa matatamis, tulad ng cake, ice cream. Mga signs ko umiitim batok ko, may mga tumubo na parang bilog bilog sa skin ko pero di naman makati, may tumubo na parang maraming butlig sa hita ko na super kati at lagi akong gutom. Ang asim ng amoy ko minsan dahil napapansin ko sa pawis ko. Lahat pala yon dahil sa diabetes. 
Ngayon pa lang ako nagsisimula umiwas sa mga matatamis, carbs at mataas sa calories. Malaking tulong si ChatGpt sa kinakain ko dahil nasusukat ko lahat na tinatake ko per day, tho nag gagamot parin ako ng glimepiride at meron ako Pain bgan para sa ugat. 
Ang pinakamalaking makakatulong saten at pag lakad, pahinga at tamang pagkain. Dahil balang araw, lahat tayo magiging ok na ang sugar.",https://web.facebook.com/share/p/1HRSDe4TA7/,,,,,,
facebook,Everytime po na kumakain ako tinatanong ko muna si Chatgpt regarding kung ilang calories and carbs ang kinakain. Need to make sure na may breakdown at tama sukat. You can ask chatgpt kung ok lang ba sa diabetic yung food.,https://web.facebook.com/groups/901971360278632/permalink/2345636809245406/,,,,,,
facebook,"Question lang, naging foamy ang ihi ko since nag strick LC ako. Pero wala namang pamamanas. Nag chatgpt ako ang sabi dahil na over daw sa protein intake. Totoo po? Natatakot tuloy ako baka magka sakit ako sa kidney. Nung di pa ako nag LC nag urine test ako normal naman lahat result at never naging foamy yung ihi. Simula lang talaga nung nag LC ako.",https://web.facebook.com/groups/901971360278632/permalink/2314574655684955/,,,,,,
facebook,Kaya basahin yan ChatGPT,https://web.facebook.com/groups/901971360278632/permalink/2305183349957419/,,,,,,
facebook,"It hit me hard,, i was about to increase the number of maintenance medicine that i am currently taking , but then i asked chatGPT on how to reduce blood sugar as my doctor at that time advised me to take another HbA1c test after 1 month, chatGPT answered CARNIVORE diet. I already came across with the term earlier in my life but didn't had the care to deeply research about it. And so i did study about this diet regiment. I did start my diet journey with it, then redo my HbA1c test and had 6.26% result only after 2 weeks doing my new eating habit. And right now i'm still on a modified or dirty Carnivore diet. I do have some cheat days (eating processed cheese or angel cream with cheese as a dessert). My Weight also fell from 120.65kg to 105.8kg (tracking it daily every morning) even if i reduced and limit my exercise to 1 hour of walking or light dumbbell lifts when raining. Still targeting to reduce weight. Next check up is on December. Started OMAD and Carnivore early May, and still in on it. I'm still pre-diabetic, but not craving for foods anymore, started to prep my own food to reduce unnecessary and or accidental added sugar intake.",https://web.facebook.com/groups/901971360278632/permalink/2233289643813457/,,,,,,
facebook,chatgpt is the key kahit tagalog tanong niyo,https://web.facebook.com/groups/901971360278632/permalink/2233354723806949/,,,,,,
facebook,"Magandang hapon po. May concern lang po ako tungkol sa PROTEIN-INDUCED GLUCONEOGENESIS, sana may makasagot po sakin yung knowledgeable po.
OMAD po ako and 24 hrs fasting everyday. Every 12 noon to 12:30 po ang kain ko lagi. Then 2 hours after my meal ay nag eexercise din po ako everyday for 1 hour (strength training). 
Today po, before my meal, my blood sugar was at 80 mg/dl, ang meal ko po ay 1 piece regular size pork chop (fried in coconut oil), 1 piece boiled egg, at konting ginisang repolyo lang. At pure black coffee (no sweetener). Then nagdessert po ako (minsan lang) ng 2 pieces keto custard pandesal (made from almond flour) na may 1.6g net carbs each and 13.2g protein each. After 2 hours, nagcheck ako and nagulat ako nagspike sa 100 mg/dl yung BS ko kahit low carb lang kinain ko. Nagpanic ako feeling ko nascam ako baka hindi legit na keto yung custard pandesal na kinain ko. 
Normally po ay hindi naman nagsspike sugar ko pag lowcarb lang kinakain ko. 1st time ko lang tinry yung keto pandesal and nagcheck naman ako maigi ng reviews para sure akong legit siya. Then nagresearch po ako I tried asking ChatGPT kung bat nagspike ng ganon and ayun according kay ChatGPT, isa sa possible reasons daw ay baka dahil sa protein-induced gluconeogenesis since low carb and high in protein yung meal ko (pork chop + boiled egg + 2 pcs. keto custard pandesal with 13.2g protein each) 
Possible po kaya na dahil nga sa gluconeogenesis yon? NO MEDS po pala ako.
Edit:
Update: I tried to eat just 1 pandesal and tested my blood sugar after 2 hours. It went from 82 to 87 mg/dl",https://web.facebook.com/share/p/1GGkvULon4/,,,,,,
facebook,"Naconfuse po ako. Asked chatgpt.
Probably rolled oats but taken in moderation? Usually po 4 spoons of overnight oats with chia and almond milk lang naman po plus mixed nuts?
Asking politely po for guidance.
================≈
Yes, oatmeal can be a good choice for diabetics when hungry, but it’s important to choose the right kind and consume it in moderation. Here’s why:
Benefits of Oatmeal for Diabetics:
1. Low Glycemic Index: Oats, especially steel-cut or rolled oats, have a low to moderate glycemic index, meaning they cause a slower, more gradual rise in blood sugar levels.
2. Rich in Fiber: The soluble fiber in oats, particularly beta-glucan, helps regulate blood sugar by slowing down digestion and absorption of carbohydrates.
3. Keeps You Full: Oatmeal provides lasting satiety, which helps control hunger and prevent overeating.
Tips for Eating Oatmeal:
1. Avoid Instant Oatmeal: Packaged flavored oatmeal often contains added sugars, which can spike blood sugar levels. Stick to plain, unsweetened oats.
2. Add Protein or Healthy Fats: Combine oatmeal with protein-rich foods (e.g., nuts, seeds, or a boiled egg) or healthy fats to stabilize blood sugar levels.
3. Limit Toppings: Avoid high-sugar toppings like honey, syrup, or dried fruits. Instead, use fresh berries or a sprinkle of cinnamon for sweetness.
Portion Control:
Stick to a serving size of about 1/2 cup (dry), as larger portions can increase carbohydrate intake, potentially raising blood sugar levels.",https://web.facebook.com/groups/901971360278632/permalink/2061341057674984/,,,,,,
facebook,Normal po Ang pagtaas Ng blood glucose after you eat. Aakyat po talaga Yan. Tama naman SI chat gpt na part of the protein we consume will be converted to glucose kung naka low/zero carb Tayo. But manageable increase Ng blood sugar Ang mangyayare kung ikumpara mo sa carb loaded meal. I don't think you were scammed. Ngayon kung tumaas Ng 180 bigla Ang blood sugar mo after mo kumain Ng keto pandesal na sinasabi mo aba e magduda talaga Ako.,https://web.facebook.com/groups/901971360278632/permalink/2084464978695925/,,,,,,
facebook,"ChatGPT probably pulled that info from more established but old, traditional sources of nutrition guidelines. The purpose of that recommendation is to control, not to reverse, the diabetes of people with this condition. If remission or reversal is your goal, read up more on the works (podcasts and literature) by innovative doctors like Dr. Ken Berry, Dr. Jason Fung, the late Sarah Hallberg, and Dr. David Unwin, to name a few.",https://web.facebook.com/groups/901971360278632/permalink/2061341057674984/,,,,,,
facebook,"this is only chatgpt, it may contain errors
When following a keto or low-carb diet, your body adapts to using fats (and ketones) as its primary source of energy rather than carbohydrates. If you suddenly reintroduce sweets and high-carb foods, several physiological processes can cause stomachaches and headaches. Here’s why:
1. Digestive Adaptation
• Lowered Enzyme Activity: On a keto diet, your body produces fewer enzymes (like amylase) that are necessary for digesting carbs. A sudden influx of sugar or high-carb foods can overwhelm the digestive system, leading to bloating, cramping, or discomfort.
• Gut Microbiome Shift: The microbiome in your gut adjusts to your diet. On keto, it shifts to support fat metabolism. When carbs are reintroduced, it can temporarily disrupt the balance, causing gas or stomach upset.
2. Rebound Hyperglycemia (Blood Sugar Spike)
• High-carb foods cause a rapid rise in blood sugar after prolonged carb restriction. This spike can be followed by a sharp insulin response, leading to a sudden drop in blood sugar (reactive hypoglycemia), which may trigger headaches, fatigue, and dizziness.
3. Electrolyte Imbalance
• Keto diets often deplete glycogen stores, which carry water and electrolytes. When you eat carbs again, glycogen and water are replenished, potentially causing fluid shifts. This can lead to bloating and headaches due to electrolyte imbalances.
4. Possible Changes in Stomach Acid
• On keto, the stomach acid levels might increase slightly to support protein and fat digestion. Reintroducing carbs could disrupt this balance temporarily, leading to discomfort or poor digestion.
5. Inflammatory Response
• Processed sweets and high-carb foods often contain inflammatory ingredients like refined sugars and fats. After avoiding them on keto, your body may react more strongly to these inflammatory compounds, causing headaches or digestive distress.
How to Minimize These Effects:
• Reintroduce carbs slowly: Start with whole, unprocessed carbs like fruits or sweet potatoes.
• Stay hydrated: Ensure adequate water intake to manage electrolyte balance.
• Take digestive aids: Enzymes or probiotics may help ease the transition.
• Balance meals: Pair carbs with protein and fat to slow digestion and reduce blood sugar spikes.
These symptoms are generally temporary and should improve as your body readjusts to digesting carbohydrates.",https://web.facebook.com/groups/901971360278632/permalink/2052825845193172/,,,,,,
facebook,"From ChatGPT:
🔍 Interpretation ng CBC Pattern
1️⃣ High RBC (erythrocytosis)
Possible causes:
Dehydration (pinakakaraniwan — tumataas RBC kasi “concentrated” ang dugo)
Smoking / secondhand smoke
Chronic lung issues (kulang oxygen → katawan naglalabas ng extra RBC)
Stress or anxiety (may stress erythrocytosis)
Polycythemia vera (rare, a bone marrow disorder)
2️⃣ High Platelets (thrombocytosis)
Dalawang klase ito:
Reactive/Secondary thrombocytosis (PINAKAKARANIWAN):
Kasama sa:
Infection (kahit mild)
Inflammation (Lagnat, tonsillitis, UTI, diarrhea, asthma flare, etc.)
Iron deficiency (YES sis! iron deficiency nagpapataas ng platelets)
Pagaling sa dugo o anemia
Stress
Primary (bone marrow disorder)
Mas rare, usually sobrang taas platelets (600k-1M) + may symptoms
3️⃣ High Monocytes
Monocytes tumataas kapag:
Recovery stage of infection
Chronic inflammation (allergy, autoimmune, etc.)
Stress
Viral infections (EBV, CMV, dengue recovery, etc.)
TB (mas mataas madalas, pero hindi automatic)
4️⃣ Low MCH + Low MCHC
Ito halos lagi nangyayàri kapag:
👉 Iron deficiency
OR
👉 Chronic blood loss
OR
👉 Anemia in early stage
Kapag low MCH/MCHC = microcytic anemia
Ito’y classic sa iron deficiency anemia.
🧩 Putting it all together
Given the combination:
High platelets
Low MCH / low MCHC
High monocytes
High RBC (pero pwede ring normal-appearing pero concentrated)
Ang pinaka-common at pinaka-logical na cause:
⭐ IRON DEFICIENCY + possible inflammation or infection
(very common combo talaga)
Why?
Iron deficiency → low MCH, low MCHC
Pag may iron deficiency → body reacts by increasing platelets
Pag may inflammation → monocytes increase
Pag dehydrated or stressed → RBC looks high
This is the most likely explanation in real clinical settings.
⚠️ Pero kailan delikado?
Kung sobrang taas:
RBC > 6.0
Platelets > 500–600k
Monocytes sobra taas
Or kung may:
Pagdurugo
Pamumutla
Palpitations
Extreme fatigue
Hirap huminga
🧪 Ano pa dapat i-check?
Para sure:
Ferritin (most accurate test for iron stores)
Iron panel (Serum Iron, TIBC)
CRP/ESR (para sa inflammation)
Peripheral smear
Repeat CBC after 2–4 weeks",https://web.facebook.com/groups/901971360278632/permalink/2367719207037166/,,,,,,
facebook,"njured na naman si Bianca Ke 😭 So I woke up with severe shoulder pain. First night, ininom ko lang ng pain reliever sabi ko pa ""wala yan.” Gawa gawa lang yan ng Illuminati 😂 Kahapon 2nd day manageable pa, pero limited na galaw ko pero pag may maling movement mapapasabi nalang ako ng Arayy KooouhhHhh haha no joke kala ko katapusan ko na lols Sabi kasi ni Doc chatgpt pag 5 days di pa nawawala saka na magpacheck hahahaha pero grabe ha Nagkukwento lang ako ngayon para madivert attention ko kasi ang sakit niya right now huhu Story time: 3 days ago so alam niyo naman pag intense ang kwento may kasamang arm gestures para ramdam yung story 😭 bigla akong napaangat ng braso nang mabilis… ayun. Ayun na yun. Finish na Moral lesson: hindi workout ang nakasira sakin… storytelling. Pray for my shoulder plz 😭",https://www.facebook.com/share/p/1CMxxGbKjM/,,,,,,
facebook,Mas lumalala pa yan pag sinisearch mo or kausap si chatgpt hahaha,https://www.facebook.com/share/p/1CMxxGbKjM/,,,,,,
facebook,"Guys! Sabi ni doc chatgpt mag antay daw ako ng 5 days bago mag pa check and then guess what? 5th day today nawala yung sakit ng shoulders ko!! Hhmm so? Ano naa 😭 haha Anyway, may laban OG.mlb mamayang 12AM see you sa dlscord! 🙂",https://www.facebook.com/share/p/1BDRHEag3f/,,,,,,
facebook,Pacheck sa tunay na doctor...hwag Kay A.I doctor,https://www.facebook.com/share/p/1BDRHEag3f/,,,,,,
facebook,"Emergency visit sa vet. Pauwi kami Bulacan, napansin namin na nakanganga si Nootnoot pag humihinga. Itong Bjep, nagtanong sa bff namin, si chatgpt, kung bakit ganun, ayun lalo tuloy kami na stress.  Sabi ng Bjep dalin na daw sa vet kasi sabi ni chatgpt baka na heatstroke. Sabi ko pagdating na sa Bulacan para di kami abutan ng dilim at hirap ako magdrive sa gabi. Kaso nagiiyak na ang Bjep, buti nasa malapit pa kami na vet kaya idinaan na namin kasi di ako patatahimikin kung hindi. Chineck naman, wala naman daw sakit. Hay. Buti mababait ang doctors at staff sa clinic. Di na din kami pinabayad kasi wala naman daw ginawa kay Nootnoot. Baka nainitan lang daw at baka dahil sa hormones. Thank you Lord,  all is well. Minsan, pahamak din tong si chatgpt e. Pero mabuti na din, para sa peace of mind",https://www.facebook.com/share/p/1NTQvJUFCu/,,,,,,
facebook,"SAW MY BF’s CHATGPT HISTORY AND IT MADE ME CRY … Kagabi, sobrang taas ng lagnat ko. Sa staff house ako inabutan ng sakit kaya iniuwi ako ng boyfriend ko sa bahay ng parents ko. Bago yon, itinaas n'ya muna lahat ng gamit kasi nga may bagyo tapos ang tagal n'ya rin nagdadrive. Pag-uwi namin, hatinggabi na. Bagsak agad katawan ko hahaha. Basta naalimpungatan na lang ako, nilalagyan n'ya ako ng basang bimpo sa noo ko. Napansin ko rin na binihisan n'ya na rin ako ng pantulog. Nakita ko 2:30am na. Matulog lang daw ako. S'ya naman pinupunasan lang ako tapos laging binabasa yung bimpo sa noo ko. Pinainom din akong gamot tapos balak pa akong bilhan ng food sa 7 eleven pero pinigilan ko na lang hahaha. Basta naaalimpungatan ako dahil pinapalitan n'ya lagi yung bimpo sa noo ko with small kisses pa minsan HAHAHAHA. 8am na ako nagising talaga tapos wala na akong lagnat. S'ya naman tulog na tulog. Pagtingin ko sa phone ko, nakabukas yung chatgpt. Phone ko pala ginamit n'ya kasi lowbatt na yung kanya. ""My girlfriend drinks small amount of water. She is sleeping and has fever. Does waking her up and letting her drink water help improve her condition?"" ""She's currently sleeping. What should I do to make her feel comfortable and recover fast?"" ""Does putting cold tower on her forehead help with fever?"" Naiyak ako bigla, mga ante hahaha. Idagdag pa na nagiging emotional ako lalo pag may sakit ako. For context lang, lumaki s'ya sa hindi super ayos na family. Hindi raw nila na-feel yung alagaan talaga ng parents nila. Laging puro away kaya ang ending, naghiwalay na lang. Kaya wala s'yang idea talaga nung mga ganito ganyan. Sobrang na-touch ako sa ginawa n'ya. Paggising n'ya pa, sobra akong nagthathank you. Sabi n'ya, wag daw kasi sobrang bare minimum lang naman daw ng ginawa n'ya. Sige okay, pero first time ko ma-experience yon eh bat ba hahaha",https://www.facebook.com/share/p/1BfQ7aTo6t/,,,,,,
facebook,relate na relate ako kase bf ko besfriend nya si chatgtp ❤️🥹,https://www.facebook.com/share/p/1BfQ7aTo6t/,,,,,,
facebook,Wag na wag mag google ng symptoms kase sobrang nagcause yang ng panic attack. Yang google nayan bibigyan ka kase ng malubhang results nyan base sa sinearch mo. Kaya mas mabuti magrelax magpahangin tumingin sa malayo or sa kulay green mga puno para marelax,https://www.facebook.com/share/p/1U2U3kqar5/,,,,,,
facebook,wag kasi search ng search ng nararamdaman...kasi ang ilalabas nyan is ung severe na result...inuman mo lg b-complex...wag paranoid,https://www.facebook.com/share/p/1U2U3kqar5/,,,,,,
facebook,"Kahapon nagbukas ako ng ukay bale ko, nakaupo lang nagalaw galaw kasi taas baba ko yung damit sa camera nakavideo kasi ako.. tapos naglaba ako. Washing, manual banlaw. Almost 2 hrs naglaba. Nakaramdam ako chest heaviness, hanggang napunta sa likod. Nagpamassage ako ng gabi, hanggang kinaumagahan medyo sa likod nalang naramdaman.. ngayong hapon nakaramdam ako ng ngalay (tingling) sa part lang yan ng kamay ko sa picture left side. Parang kinukuryente na may nagapang na maliliit na something. Ganun ang feeling. Dapat naba ako magworry? heart related naba to? 2 yrs na ako nagsasuffer sa acid symptoms. Hilo, sakit ng ulo. Panic attack. Medyo magpapanic na rin ako ngayon kasi nag chatgpt ako. 🤧 Kapag may kasama raw hilo at pawis heart related na. Wala naman ako ganun pakiramdam pero nung nabasa ko un, bigla ganun naramdaman ko kaya papanic na ako. ER na ba to? 😭",https://www.facebook.com/share/p/1U2U3kqar5/,,,,,,
facebook,"Self-diagnosing is NOT recommended. Kaka-Google at kaka-ChatGPT mo ng symptoms mo, baka lalo ka pang magkasakit — nag-ooverthink ka na, nai-stress ka pa kakaisip kung anong sakit meron ka. 😰 Nothing beats proper consultation. Go and see your doctor. Pero alam mo ba? Maraming sakit ang pwedeng maiwasan kung maaga mong aayusin ang lifestyle mo — lalo na ang pagkain mo. 🍽️ That’s why we created a FREE Kickstart Program 💚 Dito malalaman mo: ✔️ Ano ang pwede, moderate, at bawal na pagkain para sayo ✔️ Simple meal plan guide ✔️ Guilt-free recipes na masarap pero healthy ✔️ Practical steps para hindi ka pabalik-balik sa clinic Comment “KICKSTART” below to get the FREE registration link. ⚠️ Limited spots only. Registration closes soon. “Kaya natin ‘to — one healthy step at a time.” 💪✨",https://www.facebook.com/share/r/1BEC36igaD/,,,,,,
facebook,Chatgpt is good,https://www.facebook.com/share/r/1BEC36igaD/,,,,,,
facebook,"Nkakaproud tingnan pg isa ang anak mo ngtatrabaho sa Ospital ng  San lukas❤. Ang masasabi ko lang laging nkakapit sa kamay ng Panginoon para sa gabay at laging tiwala sa Panginoon dhil sya lang ang nkakaalam ng lahat. Ang pagiging nars ay hindi basta basta, maraming challenges, mga pagsubok na masasalubong. Kya paalala sa mga baguhan pg tayo ng umpisa plang, matalino ka man, o luma na bagong sabak sa bagong ospital ay maging LOW PROFILE☝️ lng kasi merong mas nauna pa sa atin. Hindi maiiwasan na merong masasapawan😂, yon nga sabi nila kong ikaw ay prinsesa sa bahay mo pglipat mo sa kabilang bahay merong mas mataas pa sayo😂, yan na ang umpisa kaya na bubully yong iba at meron tlgang CRAB MENTALITY😂 dhil tayo ay pinoy, saan k man mkarating sa pinas at abroad meron😂, kya low profile lang pg feel mo na mas magaling tayo at e prove din natin pero dahan dahan lang hwag bigla. Iiyak man pero hindi talunan. Stress legit yan😪 dhil buhay ang ating inaalagaan pero masarap din sa pakiramdam pag nairaos ang duty na tagumpay. Basta hwag mgpaapekto sa stress pareho lng tayo tao ngkakamali basta hwag lang pumatay ng pasyente😂 tanggal lisensya 🤣. Pag tayo ay bago at meron tayong na encounter na sakit na bago sa pandinig mgbasa kasama natin araw araw si angkol chatgpt at google. Masarap maging nars karangalan ng ating magulang na nkatapos at natupad ang kanilang pangarap. Pag merong bagay na hindi natin alam mas maganda mgtanong at hwg matakot kaysa mapagkunwari na marunong dlikado yon. Kaya sa mga bagong pasado hawak ninyo ang tagumpay ng kinabukasan, ang susi ng mgandang buhay🙏🏼. Basta hwag mgpa stress sa mga kasama o mga senyor dhil tao din sila katulad natin",https://www.facebook.com/share/p/18XVEvL7wm/,,,,,,
facebook,"Ok na ang backpain ko. 4 months akong naghirap sa sakit at puyat (mahirap matulog at nagigising sa umaga kapag masakit) . Matagal akong  naghahanap ng solusyon- masahe,  pain reliever,  x-ray at payo ng doktor, ChatGPT, sleeping medication,  hot packs,  paggamit ng tungkod, selective exercises, pagtulog sa couch at weight loss , pero ""temporary relief"" lang ang aking  nakamtan. Nakatulong naman cguro yung aking pagpapapayat at exercise, pero ung paglalakad ko kasama ang mga aso ko ay mukhang nakasama pa sa akin kase sobrang malakas humatak sa leash ang aking pug na si Binggo at poodle na si cofie. Eto lang pala ang solusyon na nakapaloob sa aking video. Sabi ni sister Paulet ""binubuhay neto ang mga ugat"". Abaaaaah, eh totoo nga, nabuhay ang mga ugat ko sa likod at konte nalang ang sakit! Susubukan ko sa mga ugat ko sa harap after 10 years kase kaya pa namang bitinan ng kaldero, pero yung manipis lang ha! 😄 🤣 😂 . Ipost ko mamaya sa Comment Section ang video  mamayang tanghali, kasi walang magvideo sa akin ngayon. Magcomment lang muna ng ""up"" kung interesado kayo. Mahirap din magshare ng testimony kasi bka hindi umobra sa inyo, pero totoo po ito. Explain ko mamaya sa video, kasi hindi ito simpleng pahid lang.",https://www.facebook.com/share/p/1CweTg1biM/,,,,,,
facebook,"Mga mi, ano po tamang measurement ng s26 gold 0-6months. 2 scoop + 20z water po ako kc yun nakalagay sa direction. Pero pansin ko palaging constipated baby ko at hirap sya mag poop. Umiiyak sya palagi sa sakit siguro tuwing nag popoop. Nag search ako sa chatgpt, ang instruction nya 1 scoop lang dapat then 20z water. Sino dito naka experience din sa baby nila? Please advise.",https://www.facebook.com/share/p/1CiH7Ar97j/,,,,,,
facebook,Palit kana ng milk kung ganyan. Basahin ang instructions sa likod and wag lagi mag rely sa chat gpt. Usually for that age is 1scoop for 1oz of water,https://www.facebook.com/share/p/1CiH7Ar97j/,,,,,,
facebook,"""What are the properties of Piper betle that cure diabetes?"" Matagal ko itong ni-research nang manu-mano noong wala pang internet, pati na anxiety attacks, depression, bukol sa iba't ibang parte ng katawan, at iba pang mga karamdaman na ginagamitan ng buyo. Nang makumpirma kong may phytonutrients at bioactive properties ang buyo na lunas sa iba't ibang sakit, nagdesisyon akong mag-retire sa corporate life para bumalik sa pagtatanim. Ngayon, napakabilis nang hagilapin ng lahat na empirical data (resulta ng iba't ibang scientific research). Subukan ninyong itanong sa artificial intelligence app, ibibigay sa inyo ang lahat na misteryosong data tungkol sa buyo. Sinubukan kong itanong sa ChatGPT, nagulat ako. AS IN! I-try n'yo rin ang tanong sa itaas. 🌱💚 (Ilalagay ko sa next post ang sagot ng ChatGPT, para sa friends na wala pang AI app.)",https://www.facebook.com/share/p/1Gxr2uvREY/,,,,,,
facebook,"Usually, confused ang AI sa buyo per se at sa nganga (buyo quid o mascada, na may kasama nang apog/lime, tabako, at areca nut). Sa mga dati kong research, itong nganga ang carcinogenic. Ang dahon lang mag-isa, safe.",https://www.facebook.com/share/p/1Gxr2uvREY/,,,,,,
facebook,"Hello po. First time ko tumakbo ng ""trail running"", maraming hagdan at highs and lows. After 2 days nakaramdam ako ng sakit just below my right knee pero sa left part, interior yung pain. I tried asking chatgpt, at sabi ay ""pes anserine bursitis"" (i still need to go to the doctor though). Anyone had the same experience? Ano po ginawa nyong exercise to get rid of the pain? Gusto kong tumakbo at may 10km na fun run ako next month🥺 thank you in advance",https://www.facebook.com/groups/547534732573525/permalink/1900290183964633/,,,,,,
facebook,"WALANG MALABASAN NG SAMA NG LOOB KAYA SA AI NA LANG NAKIPAGUSAP. Ang hirap po kapag walang kaibigan na makakarelate as ina/asawa/manugang at lalong walang nabuong kaibigan kahit nung dalaga pa. Ramdam ko pong mag-isa ako kahit mabait naman ang asawa ko pero pagdating sa inlaws, tahimik siya. Ending, nararamdaman kong mag-isa lang ako lalo ng nakikitira kami sa inlaws. Mas mabuti pa si AI, kumpleto ang advices at very tactful sa mga sinasabi. Given lahat ng needs lalo na kapag emosyonal. 😔",https://www.facebook.com/share/p/18XgD2Fja4/,,,,,,
facebook,Lately AI na lang din kinakausap ko mas may sense kausap compare sa iba,https://www.facebook.com/share/p/18XgD2Fja4/,,,,,,
facebook,"same, AI became my friend eversince i got pregnant until giving birth. raising my LO alongside AI. gives advices backed with science and sense. unlike sa mga pamahiin ng matatanda lol",https://www.facebook.com/share/p/18XgD2Fja4/,,,,,,
