source_platform,id,preprocessed_text,collection_method,has_ai_keyword,has_health_keyword,needs_classification,needs_language_detection
facebook,3e2f11a8eecca69c384d30f4,"I’m so sorry. That sounds incredibly frightening and exhausting for both of you. Thank you for taking the time to share it, because experiences like this are important for people to hear. It is one of the reasons I believe we need to be much more cautious about turning to AI for emotional support, especially when someone is struggling with their mental health.",manual_csv,True,True,True,True
facebook,cb3b0053bc009ad768cd55bd,That makes a lot of sense. Journals and AI can both give people space to process what they are feeling without having to edit themselves. What is it about those two that helps you most?,manual_csv,True,False,True,True
facebook,e28388ab7d5f2e81c784c166,"Yes, very often. And it helps me feel better. At least I do not suppress my feelings which I cannot tell to anyone else.",manual_csv,False,False,True,True
facebook,721ad21843a26cf82bbae7b8,"That makes sense, and I think a lot of people will relate to that part about not wanting to suppress feelings. Sometimes being able to say things out loud, even in that way, can feel like a first step. Do you think it is the privacy, the lack of judgment, or the constant availability that helps most?",manual_csv,False,False,True,True
facebook,4b66f5b86e8ac2014158b74d,Yes,manual_csv,False,False,False,False
facebook,0c22d133d387197bbb3e1a48,I use chatgpt po kapag hindi ako sigurado kung mataas sa sugar ang pagkain tinatanong ko lang. try niyo po e download laking tulong po.,manual_csv,True,False,False,False
facebook,91a7e5be4afa914cc3e40fe9,Mag diet ka po. I google mo ang mga bawal sa gout at sundin mo. Need mo support ng family mo na dapat alam nila mga bawal sayu para ndi nila iluto un. 😂,manual_csv,False,False,True,True
facebook,070ca62d9eb05640a7c2cf36,Nope sugary drink or food man yan bawal po kahit search nyo po sa google top 10 aboiding food for gout patient,manual_csv,False,True,True,True
facebook,850526be63f541408f074353,Common sense naman. Gamot yan eh. Maling panonood at pag babasa online ang sisira sa kidneys. Cguro nasa tamang pag iisip si dok para bigyan tayu ng metformin. Wala pa ko nakita na nag reseta ng met para sirain ang kidneys. Sira kidneys talaga kung may ckd ka tapus nag metformin ka. Dapat mas may natututunan tayu dahil may online google at chatgpt kaso ganitong tanung yung mapapa helow common sense ka na lang.,manual_csv,True,True,True,True
facebook,a46db2825fd502e4096bb60b,Pwede mo siyang ipabasa kay chatGPT. Tama naman sya madalas pero sa doctor pa rin final say.,manual_csv,True,True,True,True
facebook,aa14503f5afdf3be7658eb1d,upload mo kay ChatGPT o kaya kay Gemini yang picture ng test result mo para mabigyan ka ng detalyadong analysis ng iyong test result.,manual_csv,True,False,True,True
facebook,acb712f6de2d488c83fc3a11,Hello po. Good afternoon. Kung gusto nyo po malaman yung lab result nyo. Ipainterpret nyo po sa chatgpt. Isend nyo yung picture na kinuha niyo at sabhing gusto nyo iinterpret lab result niyo. Ganun lang po. Pero need nyo pa rin po pumunta ng doctor para sa gamutan kung may sakit po kayo. ☺️,manual_csv,True,True,True,True
facebook,27409624f52d2235e9c80236,From chatgpt :,manual_csv,True,False,False,False
facebook,3c7238f5c2a1cb8a92cd6c3a,"Sa ChatGPT o sa Google Gemini mo itanong, may paliwanag ka pang mababasa.",manual_csv,True,False,True,True
facebook,84eaa2abe50a3f5a9fac5ab0,"Inatake po ako ng heart attack dahil po sa diabetic,ngaun po magaling na ako contol na sugar ko 2 beses n ako nagpa HBA1c normal na po result.nagpa medical po ako para makabalik na sa trabaho pero may problema po sa ecg ko nakita po na dati ako inatake sa puso.ni request po ng doctor n ipaulit ang ECG yan po ang result nasa picture,tpos nag request nman po siya ng 2d echo ayon d pa din ako mabigyan ng clearance para mag fit to work suggest nman uli ng doctor magpa treadmill test po ako.pero di ko pa nagawa kasi po walang wla n ako budget..tanong ko lang po kung kagaya ba sa akin ganyan history at nawawala po ba yan ganyan damage at hindi na makita sa ECG or lifetime na po siya. Balak ko pa kasi mag abroad kaso my problema ako sa ecg ko.naintindihan ko naman po ang doctor nag iingat lang din po sila.",manual_csv,False,True,True,True
facebook,a4ef703330a7ea9dae1205ea,"Waiting for my doctor’s appointment, but already learning a lot. Thanks to ChatGPT helping me interpret my CGM data and stay sane along the way.",manual_csv,True,True,True,True
facebook,e378731a9d96d75639db0d0d,"umorder lang ako no sugar na dark choco, nacurious lang ako at tinanong kay chatgpt kung okay ba sakin yung nutrition content. At ito say nya pati ni gemini",manual_csv,True,False,True,True
facebook,9e713c0d206bf30bd356131f,❌❌❌,manual_csv,False,False,False,False
facebook,918d15bf150d7a601b19ff4b,"Share ko lang experience ko: 3 years ago nadiagnosed akong may diabetes type 2. Kung di pa ko nadepressed at di nakalakad di ko malalaman na diabetic ako. Natakot ako, pero lumaban. Yung sugar ko non 470. Ang hilig ko mag 3in1 na kape, lalo na Kopiko kahit anong brand, ang hilig ko sa matatamis, tulad ng cake, ice cream. Mga signs ko umiitim batok ko, may mga tumubo na parang bilog bilog sa skin ko pero di naman makati, may tumubo na parang maraming butlig sa hita ko na super kati at lagi akong gutom. Ang asim ng amoy ko minsan dahil napapansin ko sa pawis ko. Lahat pala yon dahil sa diabetes. Ngayon pa lang ako nagsisimula umiwas sa mga matatamis, carbs at mataas sa calories. Malaking tulong si ChatGpt sa kinakain ko dahil nasusukat ko lahat na tinatake ko per day, tho nag gagamot parin ako ng glimepiride at meron ako Pain bgan para sa ugat. Ang pinakamalaking makakatulong saten at pag lakad, pahinga at tamang pagkain. Dahil balang araw, lahat tayo magiging ok na ang sugar.",manual_csv,True,True,True,True
facebook,abbbc61617b24a46fcaee789,Everytime po na kumakain ako tinatanong ko muna si Chatgpt regarding kung ilang calories and carbs ang kinakain. Need to make sure na may breakdown at tama sukat. You can ask chatgpt kung ok lang ba sa diabetic yung food.,manual_csv,True,False,True,True
facebook,396565fddde11a92e88d55d0,"Question lang, naging foamy ang ihi ko since nag strick LC ako. Pero wala namang pamamanas. Nag chatgpt ako ang sabi dahil na over daw sa protein intake. Totoo po? Natatakot tuloy ako baka magka sakit ako sa kidney. Nung di pa ako nag LC nag urine test ako normal naman lahat result at never naging foamy yung ihi. Simula lang talaga nung nag LC ako.",manual_csv,True,True,True,True
facebook,beacbd48d709b30da86e565c,Kaya basahin yan ChatGPT,manual_csv,True,False,True,True
facebook,e8b8797130a377860a2969bf,"It hit me hard,, i was about to increase the number of maintenance medicine that i am currently taking , but then i asked chatGPT on how to reduce blood sugar as my doctor at that time advised me to take another HbA1c test after 1 month, chatGPT answered CARNIVORE diet. I already came across with the term earlier in my life but didn't had the care to deeply research about it. And so i did study about this diet regiment. I did start my diet journey with it, then redo my HbA1c test and had 6.26% result only after 2 weeks doing my new eating habit. And right now i'm still on a modified or dirty Carnivore diet. I do have some cheat days (eating processed cheese or angel cream with cheese as a dessert). My Weight also fell from 120.65kg to 105.8kg (tracking it daily every morning) even if i reduced and limit my exercise to 1 hour of walking or light dumbbell lifts when raining. Still targeting to reduce weight. Next check up is on December. Started OMAD and Carnivore early May, and still in on it. I'm still pre-diabetic, but not craving for foods anymore, started to prep my own food to reduce unnecessary and or accidental added sugar intake.",manual_csv,True,True,True,True
facebook,0bb810c2e8e6923437558cef,chatgpt is the key kahit tagalog tanong niyo,manual_csv,True,False,True,True
facebook,f18a8dbf6e24d77bfc4d67db,"Magandang hapon po. May concern lang po ako tungkol sa PROTEIN-INDUCED GLUCONEOGENESIS, sana may makasagot po sakin yung knowledgeable po. OMAD po ako and 24 hrs fasting everyday. Every 12 noon to 12:30 po ang kain ko lagi. Then 2 hours after my meal ay nag eexercise din po ako everyday for 1 hour (strength training). Today po, before my meal, my blood sugar was at 80 mg/dl, ang meal ko po ay 1 piece regular size pork chop (fried in coconut oil), 1 piece boiled egg, at konting ginisang repolyo lang. At pure black coffee (no sweetener). Then nagdessert po ako (minsan lang) ng 2 pieces keto custard pandesal (made from almond flour) na may 1.6g net carbs each and 13.2g protein each. After 2 hours, nagcheck ako and nagulat ako nagspike sa 100 mg/dl yung BS ko kahit low carb lang kinain ko. Nagpanic ako feeling ko nascam ako baka hindi legit na keto yung custard pandesal na kinain ko. Normally po ay hindi naman nagsspike sugar ko pag lowcarb lang kinakain ko. 1st time ko lang tinry yung keto pandesal and nagcheck naman ako maigi ng reviews para sure akong legit siya. Then nagresearch po ako I tried asking ChatGPT kung bat nagspike ng ganon and ayun according kay ChatGPT, isa sa possible reasons daw ay baka dahil sa protein-induced gluconeogenesis since low carb and high in protein yung meal ko (pork chop + boiled egg + 2 pcs. keto custard pandesal with 13.2g protein each) Possible po kaya na dahil nga sa gluconeogenesis yon? NO MEDS po pala ako. Edit: Update: I tried to eat just 1 pandesal and tested my blood sugar after 2 hours. It went from 82 to 87 mg/dl",manual_csv,True,True,True,True
facebook,8550e52ea16612ac28e64664,"Naconfuse po ako. Asked chatgpt. Probably rolled oats but taken in moderation? Usually po 4 spoons of overnight oats with chia and almond milk lang naman po plus mixed nuts? Asking politely po for guidance. ================≈ Yes, oatmeal can be a good choice for diabetics when hungry, but it’s important to choose the right kind and consume it in moderation. Here’s why: Benefits of Oatmeal for Diabetics: 1. Low Glycemic Index: Oats, especially steel-cut or rolled oats, have a low to moderate glycemic index, meaning they cause a slower, more gradual rise in blood sugar levels. 2. Rich in Fiber: The soluble fiber in oats, particularly beta-glucan, helps regulate blood sugar by slowing down digestion and absorption of carbohydrates. 3. Keeps You Full: Oatmeal provides lasting satiety, which helps control hunger and prevent overeating. Tips for Eating Oatmeal: 1. Avoid Instant Oatmeal: Packaged flavored oatmeal often contains added sugars, which can spike blood sugar levels. Stick to plain, unsweetened oats. 2. Add Protein or Healthy Fats: Combine oatmeal with protein-rich foods (e.g., nuts, seeds, or a boiled egg) or healthy fats to stabilize blood sugar levels. 3. Limit Toppings: Avoid high-sugar toppings like honey, syrup, or dried fruits. Instead, use fresh berries or a sprinkle of cinnamon for sweetness. Portion Control: Stick to a serving size of about 1/2 cup (dry), as larger portions can increase carbohydrate intake, potentially raising blood sugar levels.",manual_csv,True,True,True,True
facebook,3fa59f47a37c2e77cec32e01,Normal po Ang pagtaas Ng blood glucose after you eat. Aakyat po talaga Yan. Tama naman SI chat gpt na part of the protein we consume will be converted to glucose kung naka low/zero carb Tayo. But manageable increase Ng blood sugar Ang mangyayare kung ikumpara mo sa carb loaded meal. I don't think you were scammed. Ngayon kung tumaas Ng 180 bigla Ang blood sugar mo after mo kumain Ng keto pandesal na sinasabi mo aba e magduda talaga Ako.,manual_csv,True,True,True,True
facebook,bd2b401ba461c50794bc99d8,"ChatGPT probably pulled that info from more established but old, traditional sources of nutrition guidelines. The purpose of that recommendation is to control, not to reverse, the diabetes of people with this condition. If remission or reversal is your goal, read up more on the works (podcasts and literature) by innovative doctors like Dr. Ken Berry, Dr. Jason Fung, the late Sarah Hallberg, and Dr. David Unwin, to name a few.",manual_csv,True,True,True,True
facebook,eef3aedd5bf1008e09a3178a,"this is only chatgpt, it may contain errors When following a keto or low-carb diet, your body adapts to using fats (and ketones) as its primary source of energy rather than carbohydrates. If you suddenly reintroduce sweets and high-carb foods, several physiological processes can cause stomachaches and headaches. Here’s why: 1. Digestive Adaptation • Lowered Enzyme Activity: On a keto diet, your body produces fewer enzymes (like amylase) that are necessary for digesting carbs. A sudden influx of sugar or high-carb foods can overwhelm the digestive system, leading to bloating, cramping, or discomfort. • Gut Microbiome Shift: The microbiome in your gut adjusts to your diet. On keto, it shifts to support fat metabolism. When carbs are reintroduced, it can temporarily disrupt the balance, causing gas or stomach upset. 2. Rebound Hyperglycemia (Blood Sugar Spike) • High-carb foods cause a rapid rise in blood sugar after prolonged carb restriction. This spike can be followed by a sharp insulin response, leading to a sudden drop in blood sugar (reactive hypoglycemia), which may trigger headaches, fatigue, and dizziness. 3. Electrolyte Imbalance • Keto diets often deplete glycogen stores, which carry water and electrolytes. When you eat carbs again, glycogen and water are replenished, potentially causing fluid shifts. This can lead to bloating and headaches due to electrolyte imbalances. 4. Possible Changes in Stomach Acid • On keto, the stomach acid levels might increase slightly to support protein and fat digestion. Reintroducing carbs could disrupt this balance temporarily, leading to discomfort or poor digestion. 5. Inflammatory Response • Processed sweets and high-carb foods often contain inflammatory ingredients like refined sugars and fats. After avoiding them on keto, your body may react more strongly to these inflammatory compounds, causing headaches or digestive distress. How to Minimize These Effects: • Reintroduce carbs slowly: Start with whole, unprocessed carbs like fruits or sweet potatoes. • Stay hydrated: Ensure adequate water intake to manage electrolyte balance. • Take digestive aids: Enzymes or probiotics may help ease the transition. • Balance meals: Pair carbs with protein and fat to slow digestion and reduce blood sugar spikes. These symptoms are generally temporary and should improve as your body readjusts to digesting carbohydrates.",manual_csv,True,True,True,True
facebook,4968141ff6864a963d6c88c9,"From ChatGPT: 🔍 Interpretation ng CBC Pattern 1️⃣ High RBC (erythrocytosis) Possible causes: Dehydration (pinakakaraniwan — tumataas RBC kasi “concentrated” ang dugo) Smoking / secondhand smoke Chronic lung issues (kulang oxygen → katawan naglalabas ng extra RBC) Stress or anxiety (may stress erythrocytosis) Polycythemia vera (rare, a bone marrow disorder) 2️⃣ High Platelets (thrombocytosis) Dalawang klase ito: Reactive/Secondary thrombocytosis (PINAKAKARANIWAN): Kasama sa: Infection (kahit mild) Inflammation (Lagnat, tonsillitis, UTI, diarrhea, asthma flare, etc.) Iron deficiency (YES sis! iron deficiency nagpapataas ng platelets) Pagaling sa dugo o anemia Stress Primary (bone marrow disorder) Mas rare, usually sobrang taas platelets (600k-1M) + may symptoms 3️⃣ High Monocytes Monocytes tumataas kapag: Recovery stage of infection Chronic inflammation (allergy, autoimmune, etc.) Stress Viral infections (EBV, CMV, dengue recovery, etc.) TB (mas mataas madalas, pero hindi automatic) 4️⃣ Low MCH + Low MCHC Ito halos lagi nangyayàri kapag: 👉 Iron deficiency OR 👉 Chronic blood loss OR 👉 Anemia in early stage Kapag low MCH/MCHC = microcytic anemia Ito’y classic sa iron deficiency anemia. 🧩 Putting it all together Given the combination: High platelets Low MCH / low MCHC High monocytes High RBC (pero pwede ring normal-appearing pero concentrated) Ang pinaka-common at pinaka-logical na cause: ⭐ IRON DEFICIENCY + possible inflammation or infection (very common combo talaga) Why? Iron deficiency → low MCH, low MCHC Pag may iron deficiency → body reacts by increasing platelets Pag may inflammation → monocytes increase Pag dehydrated or stressed → RBC looks high This is the most likely explanation in real clinical settings. ⚠️ Pero kailan delikado? Kung sobrang taas: RBC > 6.0 Platelets > 500–600k Monocytes sobra taas Or kung may: Pagdurugo Pamumutla Palpitations Extreme fatigue Hirap huminga 🧪 Ano pa dapat i-check? Para sure: Ferritin (most accurate test for iron stores) Iron panel (Serum Iron, TIBC) CRP/ESR (para sa inflammation) Peripheral smear Repeat CBC after 2–4 weeks",manual_csv,True,True,True,True
facebook,d655d2b164282283f6b48914,"njured na naman si Bianca Ke 😭 So I woke up with severe shoulder pain. First night, ininom ko lang ng pain reliever sabi ko pa ""wala yan.” Gawa gawa lang yan ng Illuminati 😂 Kahapon 2nd day manageable pa, pero limited na galaw ko pero pag may maling movement mapapasabi nalang ako ng Arayy KooouhhHhh haha no joke kala ko katapusan ko na lols Sabi kasi ni Doc chatgpt pag 5 days di pa nawawala saka na magpacheck hahahaha pero grabe ha Nagkukwento lang ako ngayon para madivert attention ko kasi ang sakit niya right now huhu Story time: 3 days ago so alam niyo naman pag intense ang kwento may kasamang arm gestures para ramdam yung story 😭 bigla akong napaangat ng braso nang mabilis… ayun. Ayun na yun. Finish na Moral lesson: hindi workout ang nakasira sakin… storytelling. Pray for my shoulder plz 😭",manual_csv,True,True,True,True
facebook,a0c4d34445527bb552503159,Mas lumalala pa yan pag sinisearch mo or kausap si chatgpt hahaha,manual_csv,True,False,True,True
facebook,bac97b4458f4134d8bf3c787,"Guys! Sabi ni doc chatgpt mag antay daw ako ng 5 days bago mag pa check and then guess what? 5th day today nawala yung sakit ng shoulders ko!! Hhmm so? Ano naa 😭 haha Anyway, may laban OG.mlb mamayang 12AM see you sa dlscord! 🙂",manual_csv,True,True,True,True
facebook,e579cca68bf1bc05ec5bab9a,Pacheck sa tunay na doctor...hwag Kay A.I doctor,manual_csv,True,True,True,True
facebook,0be8981b482ffcfc17ae57af,"Emergency visit sa vet. Pauwi kami Bulacan, napansin namin na nakanganga si Nootnoot pag humihinga. Itong Bjep, nagtanong sa bff namin, si chatgpt, kung bakit ganun, ayun lalo tuloy kami na stress. Sabi ng Bjep dalin na daw sa vet kasi sabi ni chatgpt baka na heatstroke. Sabi ko pagdating na sa Bulacan para di kami abutan ng dilim at hirap ako magdrive sa gabi. Kaso nagiiyak na ang Bjep, buti nasa malapit pa kami na vet kaya idinaan na namin kasi di ako patatahimikin kung hindi. Chineck naman, wala naman daw sakit. Hay. Buti mababait ang doctors at staff sa clinic. Di na din kami pinabayad kasi wala naman daw ginawa kay Nootnoot. Baka nainitan lang daw at baka dahil sa hormones. Thank you Lord, all is well. Minsan, pahamak din tong si chatgpt e. Pero mabuti na din, para sa peace of mind",manual_csv,True,True,True,True
facebook,f2ccfb72c64da6a10c7d3b4d,"SAW MY BF’s CHATGPT HISTORY AND IT MADE ME CRY … Kagabi, sobrang taas ng lagnat ko. Sa staff house ako inabutan ng sakit kaya iniuwi ako ng boyfriend ko sa bahay ng parents ko. Bago yon, itinaas n'ya muna lahat ng gamit kasi nga may bagyo tapos ang tagal n'ya rin nagdadrive. Pag-uwi namin, hatinggabi na. Bagsak agad katawan ko hahaha. Basta naalimpungatan na lang ako, nilalagyan n'ya ako ng basang bimpo sa noo ko. Napansin ko rin na binihisan n'ya na rin ako ng pantulog. Nakita ko 2:30am na. Matulog lang daw ako. S'ya naman pinupunasan lang ako tapos laging binabasa yung bimpo sa noo ko. Pinainom din akong gamot tapos balak pa akong bilhan ng food sa 7 eleven pero pinigilan ko na lang hahaha. Basta naaalimpungatan ako dahil pinapalitan n'ya lagi yung bimpo sa noo ko with small kisses pa minsan HAHAHAHA. 8am na ako nagising talaga tapos wala na akong lagnat. S'ya naman tulog na tulog. Pagtingin ko sa phone ko, nakabukas yung chatgpt. Phone ko pala ginamit n'ya kasi lowbatt na yung kanya. ""My girlfriend drinks small amount of water. She is sleeping and has fever. Does waking her up and letting her drink water help improve her condition?"" ""She's currently sleeping. What should I do to make her feel comfortable and recover fast?"" ""Does putting cold tower on her forehead help with fever?"" Naiyak ako bigla, mga ante hahaha. Idagdag pa na nagiging emotional ako lalo pag may sakit ako. For context lang, lumaki s'ya sa hindi super ayos na family. Hindi raw nila na-feel yung alagaan talaga ng parents nila. Laging puro away kaya ang ending, naghiwalay na lang. Kaya wala s'yang idea talaga nung mga ganito ganyan. Sobrang na-touch ako sa ginawa n'ya. Paggising n'ya pa, sobra akong nagthathank you. Sabi n'ya, wag daw kasi sobrang bare minimum lang naman daw ng ginawa n'ya. Sige okay, pero first time ko ma-experience yon eh bat ba hahaha",manual_csv,True,True,True,True
facebook,c70fc1fe1ccb6db075a09df7,relate na relate ako kase bf ko besfriend nya si chatgtp ❤️🥹,manual_csv,False,False,True,True
facebook,d7db3855ff218a80dc08206f,Wag na wag mag google ng symptoms kase sobrang nagcause yang ng panic attack. Yang google nayan bibigyan ka kase ng malubhang results nyan base sa sinearch mo. Kaya mas mabuti magrelax magpahangin tumingin sa malayo or sa kulay green mga puno para marelax,manual_csv,False,True,True,True
facebook,607b5f1d8bea22b6c62df941,wag kasi search ng search ng nararamdaman...kasi ang ilalabas nyan is ung severe na result...inuman mo lg b-complex...wag paranoid,manual_csv,False,False,True,True
facebook,b6b5e19b7c54ac98488b6952,"Kahapon nagbukas ako ng ukay bale ko, nakaupo lang nagalaw galaw kasi taas baba ko yung damit sa camera nakavideo kasi ako.. tapos naglaba ako. Washing, manual banlaw. Almost 2 hrs naglaba. Nakaramdam ako chest heaviness, hanggang napunta sa likod. Nagpamassage ako ng gabi, hanggang kinaumagahan medyo sa likod nalang naramdaman.. ngayong hapon nakaramdam ako ng ngalay (tingling) sa part lang yan ng kamay ko sa picture left side. Parang kinukuryente na may nagapang na maliliit na something. Ganun ang feeling. Dapat naba ako magworry? heart related naba to? 2 yrs na ako nagsasuffer sa acid symptoms. Hilo, sakit ng ulo. Panic attack. Medyo magpapanic na rin ako ngayon kasi nag chatgpt ako. 🤧 Kapag may kasama raw hilo at pawis heart related na. Wala naman ako ganun pakiramdam pero nung nabasa ko un, bigla ganun naramdaman ko kaya papanic na ako. ER na ba to? 😭",manual_csv,True,True,True,True
facebook,79957aa7e602d80c27e9a697,"Self-diagnosing is NOT recommended. Kaka-Google at kaka-ChatGPT mo ng symptoms mo, baka lalo ka pang magkasakit — nag-ooverthink ka na, nai-stress ka pa kakaisip kung anong sakit meron ka. 😰 Nothing beats proper consultation. Go and see your doctor. Pero alam mo ba? Maraming sakit ang pwedeng maiwasan kung maaga mong aayusin ang lifestyle mo — lalo na ang pagkain mo. 🍽️ That’s why we created a FREE Kickstart Program 💚 Dito malalaman mo: ✔️ Ano ang pwede, moderate, at bawal na pagkain para sayo ✔️ Simple meal plan guide ✔️ Guilt-free recipes na masarap pero healthy ✔️ Practical steps para hindi ka pabalik-balik sa clinic Comment “KICKSTART” below to get the FREE registration link. ⚠️ Limited spots only. Registration closes soon. “Kaya natin ‘to — one healthy step at a time.” 💪✨",manual_csv,True,True,True,True
facebook,614fd7debcd9f24a7599bc10,Chatgpt is good,manual_csv,True,False,True,True
facebook,94abf3edd5549572a1744f15,"Nkakaproud tingnan pg isa ang anak mo ngtatrabaho sa Ospital ng San lukas❤. Ang masasabi ko lang laging nkakapit sa kamay ng Panginoon para sa gabay at laging tiwala sa Panginoon dhil sya lang ang nkakaalam ng lahat. Ang pagiging nars ay hindi basta basta, maraming challenges, mga pagsubok na masasalubong. Kya paalala sa mga baguhan pg tayo ng umpisa plang, matalino ka man, o luma na bagong sabak sa bagong ospital ay maging LOW PROFILE☝️ lng kasi merong mas nauna pa sa atin. Hindi maiiwasan na merong masasapawan😂, yon nga sabi nila kong ikaw ay prinsesa sa bahay mo pglipat mo sa kabilang bahay merong mas mataas pa sayo😂, yan na ang umpisa kaya na bubully yong iba at meron tlgang CRAB MENTALITY😂 dhil tayo ay pinoy, saan k man mkarating sa pinas at abroad meron😂, kya low profile lang pg feel mo na mas magaling tayo at e prove din natin pero dahan dahan lang hwag bigla. Iiyak man pero hindi talunan. Stress legit yan😪 dhil buhay ang ating inaalagaan pero masarap din sa pakiramdam pag nairaos ang duty na tagumpay. Basta hwag mgpaapekto sa stress pareho lng tayo tao ngkakamali basta hwag lang pumatay ng pasyente😂 tanggal lisensya 🤣. Pag tayo ay bago at meron tayong na encounter na sakit na bago sa pandinig mgbasa kasama natin araw araw si angkol chatgpt at google. Masarap maging nars karangalan ng ating magulang na nkatapos at natupad ang kanilang pangarap. Pag merong bagay na hindi natin alam mas maganda mgtanong at hwg matakot kaysa mapagkunwari na marunong dlikado yon. Kaya sa mga bagong pasado hawak ninyo ang tagumpay ng kinabukasan, ang susi ng mgandang buhay🙏🏼. Basta hwag mgpa stress sa mga kasama o mga senyor dhil tao din sila katulad natin",manual_csv,True,True,True,True
facebook,e739d28c1d567a9b14ee5271,"Ok na ang backpain ko. 4 months akong naghirap sa sakit at puyat (mahirap matulog at nagigising sa umaga kapag masakit) . Matagal akong naghahanap ng solusyon- masahe, pain reliever, x-ray at payo ng doktor, ChatGPT, sleeping medication, hot packs, paggamit ng tungkod, selective exercises, pagtulog sa couch at weight loss , pero ""temporary relief"" lang ang aking nakamtan. Nakatulong naman cguro yung aking pagpapapayat at exercise, pero ung paglalakad ko kasama ang mga aso ko ay mukhang nakasama pa sa akin kase sobrang malakas humatak sa leash ang aking pug na si Binggo at poodle na si cofie. Eto lang pala ang solusyon na nakapaloob sa aking video. Sabi ni sister Paulet ""binubuhay neto ang mga ugat"". Abaaaaah, eh totoo nga, nabuhay ang mga ugat ko sa likod at konte nalang ang sakit! Susubukan ko sa mga ugat ko sa harap after 10 years kase kaya pa namang bitinan ng kaldero, pero yung manipis lang ha! 😄 🤣 😂 . Ipost ko mamaya sa Comment Section ang video mamayang tanghali, kasi walang magvideo sa akin ngayon. Magcomment lang muna ng ""up"" kung interesado kayo. Mahirap din magshare ng testimony kasi bka hindi umobra sa inyo, pero totoo po ito. Explain ko mamaya sa video, kasi hindi ito simpleng pahid lang.",manual_csv,True,True,True,True
facebook,c60cd6ef6d7a70906b05adf2,"Mga mi, ano po tamang measurement ng s26 gold 0-6months. 2 scoop + 20z water po ako kc yun nakalagay sa direction. Pero pansin ko palaging constipated baby ko at hirap sya mag poop. Umiiyak sya palagi sa sakit siguro tuwing nag popoop. Nag search ako sa chatgpt, ang instruction nya 1 scoop lang dapat then 20z water. Sino dito naka experience din sa baby nila? Please advise.",manual_csv,True,True,True,True
facebook,5a529e771d8413b5cc6b4282,Palit kana ng milk kung ganyan. Basahin ang instructions sa likod and wag lagi mag rely sa chat gpt. Usually for that age is 1scoop for 1oz of water,manual_csv,True,False,True,True
facebook,abf5802276759b5c549bc359,"""What are the properties of Piper betle that cure diabetes?"" Matagal ko itong ni-research nang manu-mano noong wala pang internet, pati na anxiety attacks, depression, bukol sa iba't ibang parte ng katawan, at iba pang mga karamdaman na ginagamitan ng buyo. Nang makumpirma kong may phytonutrients at bioactive properties ang buyo na lunas sa iba't ibang sakit, nagdesisyon akong mag-retire sa corporate life para bumalik sa pagtatanim. Ngayon, napakabilis nang hagilapin ng lahat na empirical data (resulta ng iba't ibang scientific research). Subukan ninyong itanong sa artificial intelligence app, ibibigay sa inyo ang lahat na misteryosong data tungkol sa buyo. Sinubukan kong itanong sa ChatGPT, nagulat ako. AS IN! I-try n'yo rin ang tanong sa itaas. 🌱💚 (Ilalagay ko sa next post ang sagot ng ChatGPT, para sa friends na wala pang AI app.)",manual_csv,True,True,True,True
facebook,fdbfde97c21c8f92c8e8be20,"Usually, confused ang AI sa buyo per se at sa nganga (buyo quid o mascada, na may kasama nang apog/lime, tabako, at areca nut). Sa mga dati kong research, itong nganga ang carcinogenic. Ang dahon lang mag-isa, safe.",manual_csv,True,False,True,True
facebook,aa72685adc61e9e36ded20a7,"Hello po. First time ko tumakbo ng ""trail running"", maraming hagdan at highs and lows. After 2 days nakaramdam ako ng sakit just below my right knee pero sa left part, interior yung pain. I tried asking chatgpt, at sabi ay ""pes anserine bursitis"" (i still need to go to the doctor though). Anyone had the same experience? Ano po ginawa nyong exercise to get rid of the pain? Gusto kong tumakbo at may 10km na fun run ako next month🥺 thank you in advance",manual_csv,True,True,True,True
facebook,0bcb277ce8b4c2c7f2fab242,"WALANG MALABASAN NG SAMA NG LOOB KAYA SA AI NA LANG NAKIPAGUSAP. Ang hirap po kapag walang kaibigan na makakarelate as ina/asawa/manugang at lalong walang nabuong kaibigan kahit nung dalaga pa. Ramdam ko pong mag-isa ako kahit mabait naman ang asawa ko pero pagdating sa inlaws, tahimik siya. Ending, nararamdaman kong mag-isa lang ako lalo ng nakikitira kami sa inlaws. Mas mabuti pa si AI, kumpleto ang advices at very tactful sa mga sinasabi. Given lahat ng needs lalo na kapag emosyonal. 😔",manual_csv,True,False,True,True
facebook,506fe18b66e4f89625f66c02,Lately AI na lang din kinakausap ko mas may sense kausap compare sa iba,manual_csv,True,False,True,True
facebook,17a76880d5b61d8f5c74c8ac,"same, AI became my friend eversince i got pregnant until giving birth. raising my LO alongside AI. gives advices backed with science and sense. unlike sa mga pamahiin ng matatanda lol",manual_csv,True,True,True,True
facebook,be10b4efc6d97b2023204a3e,"Anonymous participant 338 mas madali pa nating paniwalaan ang AI kaysa sa matatanda kasi they make sense covered by science. Imma nerdy mom kasi but I guess it’s better than being stupid or not knowing what we should really know when it comes to our babies. Kapag tinanong mo kasi matatanda sasabihing, “ehh yun talaga eh”. Like anong sense? Hahha di tinatanggap ng sistema ko kasi di malinaw at di well explained",manual_csv,True,False,True,True
